Latitude (decimal degrees):	51.028
Longitude (decimal degrees):	7.563
Elevation (m):	254
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231121:2110,0.0,0.0,0.0,3.87,3.24,0.0
20231121:2210,0.0,0.0,0.0,3.38,2.97,0.0
20231121:2310,0.0,0.0,0.0,2.7,2.62,0.0
20231122:0010,0.0,0.0,0.0,2.21,2.62,0.0
20231122:0110,0.0,0.0,0.0,1.93,2.69,0.0
20231122:0210,0.0,0.0,0.0,1.47,2.76,0.0
20231122:0310,0.0,0.0,0.0,1.09,2.76,0.0
20231122:0410,0.0,0.0,0.0,0.76,2.69,0.0
20231122:0510,0.0,0.0,0.0,0.18,2.55,0.0
20231122:0610,0.0,0.0,0.0,-0.26,2.21,0.0
20231122:0710,0.0,0.0,0.0,-0.38,2.14,0.0
20231122:0810,202.6,238.42,8.08,-0.31,1.93,0.0
20231122:0910,476.65,543.2,13.73,0.45,1.93,0.0
20231122:1010,528.47,608.78,17.44,1.21,1.45,0.0
20231122:1110,572.38,673.18,18.86,1.78,0.55,0.0
20231122:1210,602.29,718.21,17.86,2.3,0.21,0.0
20231122:1310,448.56,521.94,14.54,2.53,0.69,0.0
20231122:1410,157.67,191.63,9.21,2.53,1.31,0.0
20231122:1510,0.98,7.87,2.29,2.23,1.45,0.0
20231122:1610,0.0,0.0,0.0,1.78,1.45,0.0
20231122:1710,0.0,0.0,0.0,1.69,1.59,0.0
20231122:1810,0.0,0.0,0.0,1.62,1.79,0.0
20231122:1910,0.0,0.0,0.0,1.65,2.28,0.0
20231122:2010,0.0,0.0,0.0,1.54,2.48,0.0
20231122:2110,0.0,0.0,0.0,1.56,2.62,0.0
20231122:2210,0.0,0.0,0.0,1.52,2.69,0.0
20231122:2310,0.0,0.0,0.0,1.48,2.76,0.0
20231123:0010,0.0,0.0,0.0,1.48,2.83,0.0
20231123:0110,0.0,0.0,0.0,1.79,2.9,0.0
20231123:0210,0.0,0.0,0.0,2.83,3.03,0.0
20231123:0310,0.0,0.0,0.0,3.72,3.24,0.0
20231123:0410,0.0,0.0,0.0,4.33,3.45,0.0
20231123:0510,0.0,0.0,0.0,4.95,3.66,0.0
20231123:0610,0.0,0.0,0.0,5.51,3.72,0.0
20231123:0710,0.0,0.0,0.0,5.89,4.07,0.0
20231123:0810,9.52,22.25,7.86,6.12,4.07,0.0
20231123:0910,10.79,24.1,13.51,6.45,4.41,0.0
20231123:1010,18.92,35.23,17.21,6.81,4.41,0.0
20231123:1110,26.84,45.43,18.65,7.16,5.03,0.0
20231123:1210,22.42,39.87,17.66,7.46,5.1,0.0
20231123:1310,14.7,29.67,14.36,7.58,5.1,0.0
20231123:1410,6.38,17.62,9.05,7.71,5.38,0.0
20231123:1510,0.0,1.75,2.15,7.77,5.45,0.0
20231123:1610,0.0,0.0,0.0,7.85,5.52,0.0
20231123:1710,0.0,0.0,0.0,7.9,5.59,0.0
20231123:1810,0.0,0.0,0.0,7.87,5.79,0.0
20231123:1910,0.0,0.0,0.0,8.04,5.72,0.0
20231123:2010,0.0,0.0,0.0,8.15,6.21,0.0
20231123:2110,0.0,0.0,0.0,8.24,6.41,0.0
20231123:2210,0.0,0.0,0.0,8.2,6.14,0.0
20231123:2310,0.0,0.0,0.0,8.04,6.28,0.0
20231124:0010,0.0,0.0,0.0,7.74,7.59,0.0
20231124:0110,0.0,0.0,0.0,6.46,6.55,0.0
20231124:0210,0.0,0.0,0.0,5.56,5.52,0.0
20231124:0310,0.0,0.0,0.0,4.93,5.45,0.0
20231124:0410,0.0,0.0,0.0,4.4,4.97,0.0
20231124:0510,0.0,0.0,0.0,4.02,5.31,0.0
20231124:0610,0.0,0.0,0.0,3.62,5.24,0.0
20231124:0710,0.0,0.0,0.0,3.54,5.45,0.0
20231124:0810,31.33,50.18,7.65,3.25,6.07,0.0
20231124:0910,77.99,103.71,13.29,3.25,4.9,0.0
20231124:1010,46.8,68.61,17.0,3.12,5.31,0.0
20231124:1110,57.93,81.59,18.44,3.46,4.55,0.0
20231124:1210,10.32,23.18,17.47,3.43,4.76,0.0
20231124:1310,40.54,61.19,14.19,2.86,5.72,0.0
20231124:1410,43.89,64.96,8.9,2.71,4.62,0.0
20231124:1510,0.0,2.62,2.01,2.32,6.0,0.0
20231124:1610,0.0,0.0,0.0,1.93,6.76,0.0
20231124:1710,0.0,0.0,0.0,1.96,6.62,0.0
20231124:1810,0.0,0.0,0.0,1.81,6.83,0.0
20231124:1910,0.0,0.0,0.0,1.66,6.76,0.0
20231124:2010,0.0,0.0,0.0,1.43,6.48,0.0
20231124:2110,0.0,0.0,0.0,1.38,6.97,0.0
20231124:2210,0.0,0.0,0.0,1.22,6.41,0.0
20231124:2310,0.0,0.0,0.0,1.04,5.1,0.0
20231125:0010,0.0,0.0,0.0,0.64,4.21,0.0
20231125:0110,0.0,0.0,0.0,0.48,3.86,0.0
20231125:0210,0.0,0.0,0.0,0.37,3.59,0.0
20231125:0310,0.0,0.0,0.0,0.55,3.38,0.0
20231125:0410,0.0,0.0,0.0,0.8,3.24,0.0
20231125:0510,0.0,0.0,0.0,0.85,3.38,0.0
20231125:0610,0.0,0.0,0.0,1.03,3.72,0.0
20231125:0710,0.0,0.0,0.0,0.64,3.72,0.0
20231125:0810,88.0,114.01,7.44,0.79,3.72,0.0
20231125:0910,50.33,72.09,13.07,1.02,3.59,0.0
20231125:1010,36.83,56.55,16.79,1.55,3.66,0.0
20231125:1110,34.49,53.77,18.24,1.8,5.79,0.0
20231125:1210,16.46,31.52,17.28,3.03,5.45,0.0
20231125:1310,17.11,32.45,14.02,3.57,4.41,0.0
20231125:1410,37.69,57.91,8.75,3.7,5.17,0.0
20231125:1510,0.0,0.87,1.88,3.68,4.69,0.0
20231125:1610,0.0,0.0,0.0,3.26,5.1,0.0
20231125:1710,0.0,0.0,0.0,2.79,4.48,0.0
20231125:1810,0.0,0.0,0.0,2.37,3.72,0.0
20231125:1910,0.0,0.0,0.0,1.38,2.97,0.0
20231125:2010,0.0,0.0,0.0,1.12,2.69,0.0
20231125:2110,0.0,0.0,0.0,0.67,2.14,0.0
20231125:2210,0.0,0.0,0.0,0.2,1.93,0.0
20231125:2310,0.0,0.0,0.0,-0.06,1.72,0.0
20231126:0010,0.0,0.0,0.0,-0.2,1.59,0.0
20231126:0110,0.0,0.0,0.0,-0.34,1.59,0.0
20231126:0210,0.0,0.0,0.0,-0.1,1.45,0.0
20231126:0310,0.0,0.0,0.0,-0.22,1.66,0.0
20231126:0410,0.0,0.0,0.0,-0.25,1.59,0.0
20231126:0510,0.0,0.0,0.0,-0.29,1.52,0.0
20231126:0610,0.0,0.0,0.0,-0.3,1.52,0.0
20231126:0710,0.0,0.0,0.0,-0.07,1.45,0.0
20231126:0810,24.19,41.03,7.23,0.23,1.45,0.0
20231126:0910,18.74,34.3,12.87,1.26,2.9,0.0
20231126:1010,64.31,88.42,16.58,2.17,3.31,0.0
20231126:1110,118.11,147.83,18.05,2.69,3.66,0.0
20231126:1210,58.78,82.51,17.1,3.06,3.17,0.0
20231126:1310,20.0,36.16,13.86,3.17,3.79,0.0
20231126:1410,5.37,15.76,8.61,3.11,3.66,0.0
20231126:1510,0.0,4.37,1.76,2.95,2.97,0.0
20231126:1610,0.0,0.0,0.0,2.95,3.03,0.0
20231126:1710,0.0,0.0,0.0,3.05,3.17,0.0
20231126:1810,0.0,0.0,0.0,3.15,3.17,0.0
20231126:1910,0.0,0.0,0.0,3.2,3.52,0.0
20231126:2010,0.0,0.0,0.0,2.86,3.24,0.0
20231126:2110,0.0,0.0,0.0,2.54,2.9,0.0
20231126:2210,0.0,0.0,0.0,2.24,2.55,0.0
20231126:2310,0.0,0.0,0.0,2.04,2.48,0.0
20231127:0010,0.0,0.0,0.0,1.95,2.55,0.0
20231127:0110,0.0,0.0,0.0,1.87,2.62,0.0
20231127:0210,0.0,0.0,0.0,1.7,2.55,0.0
20231127:0310,0.0,0.0,0.0,1.53,2.69,0.0
20231127:0410,0.0,0.0,0.0,1.34,2.9,0.0
20231127:0510,0.0,0.0,0.0,1.2,3.17,0.0
20231127:0610,0.0,0.0,0.0,0.97,3.52,0.0
20231127:0710,0.0,0.0,0.0,0.72,3.93,0.0
20231127:0810,11.81,25.03,7.03,0.66,4.14,0.0
20231127:0910,18.09,33.38,12.66,0.72,4.28,0.0
20231127:1010,26.2,43.57,16.38,0.79,4.48,0.0
20231127:1110,29.21,47.28,17.86,0.94,4.48,0.0
20231127:1210,39.3,59.33,16.93,0.95,3.86,0.0
20231127:1310,30.73,49.14,13.7,0.99,3.79,0.0
20231127:1410,14.53,28.74,8.47,0.9,3.86,0.0
20231127:1510,0.0,0.87,1.64,0.92,3.66,0.0
20231127:1610,0.0,0.0,0.0,0.91,3.52,0.0
20231127:1710,0.0,0.0,0.0,0.94,3.38,0.0
20231127:1810,0.0,0.0,0.0,1.18,3.24,0.0
20231127:1910,0.0,0.0,0.0,0.36,2.34,0.0
20231127:2010,0.0,0.0,0.0,0.39,2.21,0.0
20231127:2110,0.0,0.0,0.0,0.45,1.93,0.0
20231127:2210,0.0,0.0,0.0,0.5,1.59,0.0
20231127:2310,0.0,0.0,0.0,0.44,1.52,0.0
20231128:0010,0.0,0.0,0.0,0.33,2.41,0.0
20231128:0110,0.0,0.0,0.0,0.21,3.45,0.0
20231128:0210,0.0,0.0,0.0,0.24,4.48,0.0
20231128:0310,0.0,0.0,0.0,0.24,4.83,0.0
20231128:0410,0.0,0.0,0.0,0.06,5.17,0.0
20231128:0510,0.0,0.0,0.0,-0.39,5.38,0.0
20231128:0610,0.0,0.0,0.0,-0.89,5.31,0.0
20231128:0710,0.0,0.0,0.0,-1.45,5.03,0.0
20231128:0810,10.62,23.18,6.83,-1.81,4.9,0.0
20231128:0910,18.33,33.38,12.47,-1.88,4.48,0.0
20231128:1010,34.29,52.85,16.19,-1.76,4.34,0.0
20231128:1110,61.8,84.37,17.67,-1.49,4.34,0.0
20231128:1210,70.47,94.01,16.76,-1.35,3.79,0.0
20231128:1310,9.92,22.25,13.55,-1.22,3.38,0.0
20231128:1410,3.24,12.05,8.34,-1.29,2.9,0.0
20231128:1510,0.0,0.87,1.53,-1.38,2.48,0.0
20231128:1610,0.0,0.0,0.0,-2.26,1.93,0.0
20231128:1710,0.0,0.0,0.0,-2.74,1.66,0.0
20231128:1810,0.0,0.0,0.0,-3.38,1.66,0.0
20231128:1910,0.0,0.0,0.0,-4.6,2.21,0.0
20231128:2010,0.0,0.0,0.0,-5.59,2.55,0.0
20231128:2110,0.0,0.0,0.0,-6.07,2.69,0.0
20231128:2210,0.0,0.0,0.0,-5.84,2.83,0.0
20231128:2310,0.0,0.0,0.0,-5.32,3.03,0.0
20231129:0010,0.0,0.0,0.0,-4.65,3.38,0.0
20231129:0110,0.0,0.0,0.0,-4.12,3.59,0.0
20231129:0210,0.0,0.0,0.0,-3.72,3.72,0.0
20231129:0310,0.0,0.0,0.0,-3.41,3.86,0.0
20231129:0410,0.0,0.0,0.0,-2.83,4.14,0.0
20231129:0510,0.0,0.0,0.0,-2.21,4.28,0.0
20231129:0610,0.0,0.0,0.0,-1.75,4.48,0.0
20231129:0710,0.0,0.0,0.0,-1.65,4.62,0.0
20231129:0810,0.81,7.42,6.64,-1.31,4.76,0.0
20231129:0910,29.49,47.28,12.28,-0.9,4.9,0.0
20231129:1010,11.86,25.03,16.01,-0.12,4.69,0.0
20231129:1110,24.75,41.72,17.5,0.33,4.69,0.0
20231129:1210,24.74,41.72,16.6,0.4,4.0,0.0
20231129:1310,15.96,30.59,13.41,0.55,3.45,0.0
20231129:1410,17.37,32.45,8.22,0.6,3.03,0.0
20231129:1510,0.0,0.87,1.43,0.0,2.34,0.0
20231129:1610,0.0,0.0,0.0,-0.81,1.86,0.0
20231129:1710,0.0,0.0,0.0,-1.52,1.86,0.0
20231129:1810,0.0,0.0,0.0,-1.55,1.59,0.0
20231129:1910,0.0,0.0,0.0,-2.05,2.0,0.0
20231129:2010,0.0,0.0,0.0,-2.44,1.79,0.0
20231129:2110,0.0,0.0,0.0,-2.36,1.45,0.0
20231129:2210,0.0,0.0,0.0,-2.13,1.03,0.0
20231129:2310,0.0,0.0,0.0,-2.22,1.1,0.0
20231130:0010,0.0,0.0,0.0,-2.48,1.24,0.0
20231130:0110,0.0,0.0,0.0,-2.67,1.45,0.0
20231130:0210,0.0,0.0,0.0,-2.46,1.38,0.0
20231130:0310,0.0,0.0,0.0,-2.48,1.52,0.0
20231130:0410,0.0,0.0,0.0,-2.41,1.59,0.0
20231130:0510,0.0,0.0,0.0,-2.74,1.79,0.0
20231130:0610,0.0,0.0,0.0,-2.49,1.72,0.0
20231130:0710,0.0,0.0,0.0,-2.51,1.79,0.0
20231130:0810,12.67,25.96,6.45,-2.15,1.72,0.0
20231130:0910,19.02,34.3,12.09,-1.68,1.66,0.0
20231130:1010,229.96,265.7,15.83,-0.69,1.66,0.0
20231130:1110,239.01,276.49,17.33,0.04,1.66,0.0
20231130:1210,44.86,65.82,16.45,0.47,1.45,0.0
20231130:1310,13.85,27.81,13.28,0.55,1.03,0.0
20231130:1410,193.86,230.19,8.11,0.54,0.69,0.0
20231130:1510,0.0,0.0,0.0,0.38,0.9,0.0
20231130:1610,0.0,0.0,0.0,-0.06,1.24,0.0
20231130:1710,0.0,0.0,0.0,-0.54,1.24,0.0
20231130:1810,0.0,0.0,0.0,-1.16,1.45,0.0
20231130:1910,0.0,0.0,0.0,-1.51,1.31,0.0
20231130:2010,0.0,0.0,0.0,-2.14,1.52,0.0
20231130:2110,0.0,0.0,0.0,-2.92,1.72,0.0
20231130:2210,0.0,0.0,0.0,-3.7,1.79,0.0
20231130:2310,0.0,0.0,0.0,-4.22,1.79,0.0
20231201:0010,0.0,0.0,0.0,-3.66,1.59,0.0
20231201:0110,0.0,0.0,0.0,-3.41,1.86,0.0
20231201:0210,0.0,0.0,0.0,-2.92,2.0,0.0
20231201:0310,0.0,0.0,0.0,-2.71,2.07,0.0
20231201:0410,0.0,0.0,0.0,-2.87,2.0,0.0
20231201:0510,0.0,0.0,0.0,-2.82,2.0,0.0
20231201:0610,0.0,0.0,0.0,-3.07,2.14,0.0
20231201:0710,0.0,0.0,0.0,-4.03,2.0,0.0
20231201:0810,22.17,37.97,6.27,-3.59,2.07,0.0
20231201:0910,25.93,42.65,11.91,-3.14,2.69,0.0
20231201:1010,28.15,45.43,15.65,-2.54,2.9,0.0
20231201:1110,49.51,70.46,17.17,-1.95,2.83,0.0
20231201:1210,28.77,46.36,16.31,-1.42,3.03,0.0
20231201:1310,20.44,36.16,13.15,-1.06,3.24,0.0
20231201:1410,7.97,19.47,8.0,-1.02,2.97,0.0
20231201:1510,0.0,0.0,0.0,-1.3,2.69,0.0
20231201:1610,0.0,0.0,0.0,-1.91,2.76,0.0
20231201:1710,0.0,0.0,0.0,-2.78,2.62,0.0
20231201:1810,0.0,0.0,0.0,-3.61,2.62,0.0
20231201:1910,0.0,0.0,0.0,-4.73,2.55,0.0
20231201:2010,0.0,0.0,0.0,-4.99,2.34,0.0
20231201:2110,0.0,0.0,0.0,-5.46,2.41,0.0
20231201:2210,0.0,0.0,0.0,-5.88,2.55,0.0
20231201:2310,0.0,0.0,0.0,-6.28,2.48,0.0
20231202:0010,0.0,0.0,0.0,-6.65,2.48,0.0
20231202:0110,0.0,0.0,0.0,-6.74,2.28,0.0
20231202:0210,0.0,0.0,0.0,-7.19,2.34,0.0
20231202:0310,0.0,0.0,0.0,-7.56,2.28,0.0
20231202:0410,0.0,0.0,0.0,-7.92,2.14,0.0
20231202:0510,0.0,0.0,0.0,-8.41,2.07,0.0
20231202:0610,0.0,0.0,0.0,-8.77,1.93,0.0
20231202:0710,0.0,0.0,0.0,-8.06,1.66,0.0
20231202:0810,13.04,25.96,6.1,-7.54,1.52,0.0
20231202:0910,27.97,44.5,11.74,-6.99,1.66,0.0
20231202:1010,70.01,91.94,15.49,-5.81,2.0,0.0
20231202:1110,155.27,183.35,17.01,-3.69,2.34,0.0
20231202:1210,104.56,130.1,16.17,-3.13,2.48,0.0
20231202:1310,37.63,56.55,13.03,-3.0,2.41,0.0
20231202:1410,12.04,25.03,7.9,-2.98,2.41,0.0
20231202:1510,0.0,0.0,0.0,-3.16,2.0,0.0
20231202:1610,0.0,0.0,0.0,-3.38,1.79,0.0
20231202:1710,0.0,0.0,0.0,-3.35,1.79,0.0
20231202:1810,0.0,0.0,0.0,-3.43,1.93,0.0
20231202:1910,0.0,0.0,0.0,-3.19,2.41,0.0
20231202:2010,0.0,0.0,0.0,-3.09,2.34,0.0
20231202:2110,0.0,0.0,0.0,-3.13,2.34,0.0
20231202:2210,0.0,0.0,0.0,-3.24,2.28,0.0
20231202:2310,0.0,0.0,0.0,-3.35,2.28,0.0
20231203:0010,0.0,0.0,0.0,-3.29,2.34,0.0
20231203:0110,0.0,0.0,0.0,-3.29,2.41,0.0
20231203:0210,0.0,0.0,0.0,-3.35,2.41,0.0
20231203:0310,0.0,0.0,0.0,-3.16,2.48,0.0
20231203:0410,0.0,0.0,0.0,-2.94,2.48,0.0
20231203:0510,0.0,0.0,0.0,-2.78,2.34,0.0
20231203:0610,0.0,0.0,0.0,-2.9,2.28,0.0
20231203:0710,0.0,0.0,0.0,-2.8,2.41,0.0
20231203:0810,32.05,50.01,5.93,-2.78,2.41,0.0
20231203:0910,57.69,79.37,11.57,-2.28,2.28,0.0
20231203:1010,315.18,354.22,15.33,-1.81,2.97,0.0
20231203:1110,91.49,116.89,16.86,-1.4,3.31,0.0
20231203:1210,63.86,86.69,16.03,-1.35,3.24,0.0
20231203:1310,163.51,192.92,12.92,-1.44,3.31,0.0
20231203:1410,139.24,167.72,7.81,-1.67,3.17,0.0
20231203:1510,0.0,0.0,0.0,-2.07,3.24,0.0
20231203:1610,0.0,0.0,0.0,-2.45,3.79,0.0
20231203:1710,0.0,0.0,0.0,-2.62,4.21,0.0
20231203:1810,0.0,0.0,0.0,-2.58,4.41,0.0
20231203:1910,0.0,0.0,0.0,-2.85,4.62,0.0
20231203:2010,0.0,0.0,0.0,-2.79,4.55,0.0
20231203:2110,0.0,0.0,0.0,-2.57,4.76,0.0
20231203:2210,0.0,0.0,0.0,-2.34,4.76,0.0
20231203:2310,0.0,0.0,0.0,-2.1,4.76,0.0
20231204:0010,0.0,0.0,0.0,-1.99,4.76,0.0
20231204:0110,0.0,0.0,0.0,-2.03,4.62,0.0
20231204:0210,0.0,0.0,0.0,-2.12,4.48,0.0
20231204:0310,0.0,0.0,0.0,-2.16,4.41,0.0
20231204:0410,0.0,0.0,0.0,-2.22,4.34,0.0
20231204:0510,0.0,0.0,0.0,-2.37,4.41,0.0
20231204:0610,0.0,0.0,0.0,-2.53,4.62,0.0
20231204:0710,0.0,0.0,0.0,-3.01,4.83,0.0
20231204:0810,20.2,35.6,5.76,-2.79,4.97,0.0
20231204:0910,8.03,19.47,11.41,-2.39,4.97,0.0
20231204:1010,40.7,60.26,15.17,-2.0,5.1,0.0
20231204:1110,201.02,231.82,16.72,-1.52,5.17,0.0
20231204:1210,70.37,93.74,15.91,-1.27,5.1,0.0
20231204:1310,11.26,24.1,12.82,-1.19,5.03,0.0
20231204:1410,1.24,8.34,7.72,-1.16,5.31,0.0
20231204:1510,0.0,0.0,0.0,-1.08,5.38,0.0
20231204:1610,0.0,0.0,0.0,-1.1,5.38,0.0
20231204:1710,0.0,0.0,0.0,-0.94,5.45,0.0
20231204:1810,0.0,0.0,0.0,-0.69,5.66,0.0
20231204:1910,0.0,0.0,0.0,-0.62,5.24,0.0
20231204:2010,0.0,0.0,0.0,-0.28,5.31,0.0
20231204:2110,0.0,0.0,0.0,0.0,5.38,0.0
20231204:2210,0.0,0.0,0.0,0.17,5.17,0.0
20231204:2310,0.0,0.0,0.0,0.05,5.1,0.0
20231205:0010,0.0,0.0,0.0,0.02,5.1,0.0
20231205:0110,0.0,0.0,0.0,0.28,5.03,0.0
20231205:0210,0.0,0.0,0.0,0.69,4.83,0.0
20231205:0310,0.0,0.0,0.0,1.05,4.48,0.0
20231205:0410,0.0,0.0,0.0,1.65,4.0,0.0
20231205:0510,0.0,0.0,0.0,2.55,3.93,0.0
20231205:0610,0.0,0.0,0.0,3.31,4.28,0.0
20231205:0710,0.0,0.0,0.0,3.39,3.93,0.0
20231205:0810,52.54,75.41,5.6,3.65,4.0,0.0
20231205:0910,22.86,39.87,11.25,3.66,3.93,0.0
20231205:1010,48.23,70.46,15.02,3.65,4.07,0.0
20231205:1110,23.6,40.79,16.59,3.57,4.07,0.0
20231205:1210,19.98,36.16,15.79,3.41,3.93,0.0
20231205:1310,9.69,22.25,12.72,3.07,3.66,0.0
20231205:1410,1.2,8.34,7.64,2.65,3.31,0.0
20231205:1510,0.0,0.0,0.0,2.22,2.9,0.0
20231205:1610,0.0,0.0,0.0,1.9,2.55,0.0
20231205:1710,0.0,0.0,0.0,1.78,2.28,0.0
20231205:1810,0.0,0.0,0.0,1.66,2.55,0.0
20231205:1910,0.0,0.0,0.0,1.45,2.28,0.0
20231205:2010,0.0,0.0,0.0,1.15,2.97,0.0
20231205:2110,0.0,0.0,0.0,0.72,2.62,0.0
20231205:2210,0.0,0.0,0.0,0.46,2.69,0.0
20231205:2310,0.0,0.0,0.0,0.25,2.55,0.0
20231206:0010,0.0,0.0,0.0,0.08,2.62,0.0
20231206:0110,0.0,0.0,0.0,-0.11,2.48,0.0
20231206:0210,0.0,0.0,0.0,-0.26,2.83,0.0
20231206:0310,0.0,0.0,0.0,-0.43,2.62,0.0
20231206:0410,0.0,0.0,0.0,-0.68,2.9,0.0
20231206:0510,0.0,0.0,0.0,-0.62,3.03,0.0
20231206:0610,0.0,0.0,0.0,-0.63,2.9,0.0
20231206:0710,0.0,0.0,0.0,-0.46,3.24,0.0
20231206:0810,182.38,217.03,5.45,-0.21,2.9,0.0
20231206:0910,27.77,45.43,11.1,0.28,3.52,0.0
20231206:1010,25.44,42.65,14.88,0.77,4.28,0.0
20231206:1110,9.14,21.32,16.46,1.3,4.41,0.0
20231206:1210,27.59,45.43,15.68,1.54,3.66,0.0
20231206:1310,11.08,24.1,12.63,1.72,4.48,0.0
20231206:1410,6.61,17.62,7.57,1.73,3.66,0.0
20231206:1510,0.0,0.0,0.0,1.38,3.1,0.0
20231206:1610,0.0,0.0,0.0,0.68,2.69,0.0
20231206:1710,0.0,0.0,0.0,0.55,2.41,0.0
20231206:1810,0.0,0.0,0.0,0.35,2.14,0.0
20231206:1910,0.0,0.0,0.0,0.67,2.28,0.0
20231206:2010,0.0,0.0,0.0,0.36,2.07,0.0
20231206:2110,0.0,0.0,0.0,0.18,1.93,0.0
20231206:2210,0.0,0.0,0.0,0.28,1.93,0.0
20231206:2310,0.0,0.0,0.0,0.22,2.07,0.0
20231207:0010,0.0,0.0,0.0,0.21,1.93,0.0
20231207:0110,0.0,0.0,0.0,0.09,1.72,0.0
20231207:0210,0.0,0.0,0.0,0.16,1.31,0.0
20231207:0310,0.0,0.0,0.0,0.0,1.31,0.0
20231207:0410,0.0,0.0,0.0,-0.26,1.52,0.0
20231207:0510,0.0,0.0,0.0,-0.27,1.45,0.0
20231207:0610,0.0,0.0,0.0,-0.29,1.59,0.0
20231207:0710,0.0,0.0,0.0,-1.15,1.93,0.0
20231207:0810,89.34,115.21,5.3,-1.09,2.28,0.0
20231207:0910,25.64,42.65,10.96,-0.88,2.9,0.0
20231207:1010,43.49,63.97,14.75,-0.3,2.83,0.0
20231207:1110,226.97,262.0,16.34,0.04,3.1,0.0
20231207:1210,109.49,136.97,15.58,0.37,3.45,0.0
20231207:1310,206.25,239.91,12.54,0.53,3.52,0.0
20231207:1410,37.52,56.94,7.5,0.37,3.38,0.0
20231207:1510,0.0,0.0,0.0,-0.01,3.45,0.0
20231207:1610,0.0,0.0,0.0,-0.36,3.93,0.0
20231207:1710,0.0,0.0,0.0,-0.44,4.21,0.0
20231207:1810,0.0,0.0,0.0,-0.4,4.55,0.0
20231207:1910,0.0,0.0,0.0,-0.6,4.97,0.0
20231207:2010,0.0,0.0,0.0,-0.52,5.1,0.0
20231207:2110,0.0,0.0,0.0,-0.57,5.24,0.0
20231207:2210,0.0,0.0,0.0,-0.38,5.45,0.0
20231207:2310,0.0,0.0,0.0,-0.07,5.45,0.0
20231208:0010,0.0,0.0,0.0,0.17,5.31,0.0
20231208:0110,0.0,0.0,0.0,0.24,5.03,0.0
20231208:0210,0.0,0.0,0.0,0.31,4.9,0.0
20231208:0310,0.0,0.0,0.0,0.31,4.76,0.0
20231208:0410,0.0,0.0,0.0,0.35,4.76,0.0
20231208:0510,0.0,0.0,0.0,0.44,4.69,0.0
20231208:0610,0.0,0.0,0.0,0.45,4.41,0.0
20231208:0710,0.0,0.0,0.0,0.42,3.86,0.0
20231208:0810,6.65,17.62,5.16,0.69,3.52,0.0
20231208:0910,29.16,47.28,10.82,1.15,3.17,0.0
20231208:1010,33.68,52.85,14.62,1.63,2.76,0.0
20231208:1110,9.08,21.32,16.23,2.3,2.41,0.0
20231208:1210,9.68,22.25,15.48,3.08,2.41,0.0
20231208:1310,28.79,47.28,12.47,3.63,2.83,0.0
20231208:1410,4.77,14.83,7.45,3.68,2.28,0.0
20231208:1510,0.0,0.0,0.0,3.66,2.34,0.0
20231208:1610,0.0,0.0,0.0,3.54,2.34,0.0
20231208:1710,0.0,0.0,0.0,3.63,2.41,0.0
20231208:1810,0.0,0.0,0.0,3.68,2.48,0.0
20231208:1910,0.0,0.0,0.0,3.45,2.48,0.0
20231208:2010,0.0,0.0,0.0,3.52,2.62,0.0
20231208:2110,0.0,0.0,0.0,3.55,2.62,0.0
20231208:2210,0.0,0.0,0.0,3.53,2.55,0.0
20231208:2310,0.0,0.0,0.0,3.49,2.62,0.0
20231209:0010,0.0,0.0,0.0,3.45,2.76,0.0
20231209:0110,0.0,0.0,0.0,3.41,2.76,0.0
20231209:0210,0.0,0.0,0.0,3.47,2.83,0.0
20231209:0310,0.0,0.0,0.0,3.37,2.83,0.0
20231209:0410,0.0,0.0,0.0,3.46,2.97,0.0
20231209:0510,0.0,0.0,0.0,3.39,3.1,0.0
20231209:0610,0.0,0.0,0.0,3.43,3.24,0.0
20231209:0710,0.0,0.0,0.0,3.52,3.66,0.0
20231209:0810,63.29,87.99,5.02,4.0,3.93,0.0
20231209:0910,67.2,91.88,10.69,4.26,4.83,0.0
20231209:1010,31.69,50.99,14.5,4.74,5.45,0.0
20231209:1110,25.66,43.57,16.12,4.95,5.79,0.0
20231209:1210,7.7,19.47,15.4,5.01,5.79,0.0
20231209:1310,189.3,225.15,12.4,5.1,5.66,0.0
20231209:1410,1.62,9.27,7.39,4.93,6.48,0.0
20231209:1510,0.0,0.0,0.0,4.5,7.03,0.0
20231209:1610,0.0,0.0,0.0,3.68,7.45,0.0
20231209:1710,0.0,0.0,0.0,3.2,6.97,0.0
20231209:1810,0.0,0.0,0.0,3.76,6.0,0.0
20231209:1910,0.0,0.0,0.0,4.37,4.34,0.0
20231209:2010,0.0,0.0,0.0,5.71,4.21,0.0
20231209:2110,0.0,0.0,0.0,7.46,6.55,0.0
20231209:2210,0.0,0.0,0.0,7.19,6.9,0.0
20231209:2310,0.0,0.0,0.0,6.5,6.76,0.0
20231210:0010,0.0,0.0,0.0,6.2,6.28,0.0
20231210:0110,0.0,0.0,0.0,5.84,5.72,0.0
20231210:0210,0.0,0.0,0.0,5.64,5.72,0.0
20231210:0310,0.0,0.0,0.0,5.42,6.0,0.0
20231210:0410,0.0,0.0,0.0,5.56,6.34,0.0
